1,0
0.209157,1
-0.0149465,0.0689436
0.17506,0.241146
0.116322,0.0232599
0.285328,0.480652
-0.199659,0.389437
0.0143713,0.038713
-0.21717,0.0728496
0.14995,-0.485245
0.190007,0.294795
0.0149542,-0.125343
0.191617,0.258572
-0.116172,0.0391489
0.126093,-0.0247407
-0.0151692,0.0695765
0.0524397,-7.27135e-16
-0.0151692,-0.0695765
0.126093,0.0247407
-0.116172,-0.0391489
0.191617,-0.258572
0.0149542,0.125343
0.190007,-0.294795
0.14995,0.485245
-0.21717,-0.0728496
0.0143713,-0.038713
-0.199659,-0.389437
0.285328,-0.480652
0.116322,-0.0232599
0.17506,-0.241146
-0.0149465,-0.0689436
0.209157,-1
