x,y
1.37103e+06,20191.7
1.37103e+06,20188
1.37103e+06,20184.5
1.37103e+06,20181
1.37103e+06,20177.6
1.37103e+06,20174.2
1.37103e+06,20171
1.37103e+06,20167.8
1.37103e+06,20164.7
1.37103e+06,20161.7
1.37103e+06,20158.8
1.37103e+06,20155.9
1.37103e+06,20153.1
1.37103e+06,20150.4
1.37103e+06,20147.7
1.37103e+06,20145.1
1.37103e+06,20142.6
1.37103e+06,20140.1
1.37103e+06,20137.7
1.37103e+06,20135.3
1.37103e+06,20133
1.37103e+06,20130.8
1.37103e+06,20128.6
1.37103e+06,20126.5
1.37103e+06,20124.4
1.37103e+06,20122.4
1.37103e+06,20120.4
1.37103e+06,20118.5
1.37103e+06,20116.6
1.37103e+06,20114.7
1.37103e+06,20112.9
1.37103e+06,20111.2
1.37103e+06,20109.5
1.37103e+06,20107.8
1.37103e+06,20106.2
1.37103e+06,20104.6
1.37103e+06,20103.1
1.37103e+06,20101.6
1.37103e+06,20100.1
1.37103e+06,20098.7
1.37103e+06,20097.3
1.37103e+06,20095.9
1.37103e+06,20094.6
1.37103e+06,20093.3
1.37103e+06,20092
1.37103e+06,20090.7
1.37103e+06,20089.5
1.37103e+06,20088.4
1.37103e+06,20087.2
1.37103e+06,20086.1
1.37103e+06,20085
1.37103e+06,20083.9
1.37103e+06,20082.9
1.37103e+06,20081.9
1.37103e+06,20080.9
1.37103e+06,20079.9
