1,0
0.473428,1
-0.13145,0.594673
0.00652934,0.0859205
0.114704,0.313622
-0.10308,0.318
-0.101025,0.0141612
0.0206735,0.010285
0.00292049,0.0410927
0.0550685,-0.0239488
0.117412,0.112077
0.0163674,0.2172
-0.0525985,0.108358
-0.0223999,0.039677
-0.00262268,0.0279949
0.0347239,0.0437995
0.0129742,0.149964
-0.100667,0.104781
-0.0726703,-0.0955463
0.0579251,-0.0532674
0.00974774,0.110868
-0.0989861,0.00712612
-0.0288453,-0.166888
0.0931881,-0.107175
0.0874008,0.0502839
-0.00446363,0.0740752
-0.0342175,-0.0572464
0.0618059,-0.124349
0.121437,0.0120195
0.0411009,0.0918601
0.0114776,-0.0111526
0.0805356,-0.0148072
0.0675429,0.0758108
0.0293657,0.0409448
0.0705933,0.0283316
0.0649325,0.110617
0.0171391,0.107315
0.0158461,0.0926699
-0.022056,0.101815
-0.0370803,-0.00773196
0.0612679,-0.0212124
0.0480621,0.148156
-0.0832844,0.0862039
-0.0144314,-0.120045
0.128238,0.00620703
0.0365167,0.200255
-0.073634,0.0722585
0.00977227,-0.0470373
0.0749885,0.069895
0.011886,0.172515
-0.0707068,0.143225
-0.106836,0.0283616
-0.0509448,-0.0817408
0.0323031,-0.0303014
0.000110561,0.0766955
-0.0639013,0.0215159
-0.0289635,-0.0591003
0.00707733,-0.0253173
-0.009597,-0.0139417
0.00347952,-0.0481519
0.0395441,-0.0291085
0.0453791,0.0351885
-0.00166531,0.0822974
-0.0610633,0.00348277
0.00996917,-0.128026
0.139211,0.00591656
0.0391846,0.255008
-0.153558,0.127578
-0.0867323,-0.129339
0.0396961,-0.0367377
-0.0432151,0.0732417
-0.0892734,-0.0732792
-0.000658058,-0.115253
-0.00153143,-0.0378285
-0.0243387,-0.0991302
0.0418474,-0.111947
0.0305531,-0.0261251
-0.0136808,-0.107468
0.0892368,-0.188025
0.175172,-0.0250253
0.102241,0.115586
0.0404979,0.0805883
0.0469859,0.0757044
0.00921096,0.11293
-0.0466412,0.0503895
-0.0233874,-0.0617261
0.0639198,-0.0657208
0.0904992,0.0718598
-0.0100214,0.138291
-0.0668713,-0.0183551
0.0492722,-0.108003
0.113355,0.0730512
-0.00875903,0.169255
-0.0685527,0.0146052
0.0141753,-0.0433654
0.0250047,0.0514409
-0.0324743,0.0322724
-0.010669,-0.047941
0.038334,-0.0261387
0.0384944,0.0261082
0.0208279,0.0469736
-0.000391176,0.0448108
-0.00612936,0.0148583
0.00999361,0.0121542
0.000357738,0.0283127
-0.00480977,-0.00752785
0.0361991,-0.00618475
0.0328502,0.074685
-0.0266754,0.0731304
-0.0252731,0.00292056
0.00247259,0.0224412
-0.0325848,0.0412645
-0.0434265,-0.0363838
0.0132832,-0.0593341
0.0313798,0.00854601
0.00143121,0.0311915
-0.00940043,0.0143638
-0.0172912,0.00681078
-0.0201501,-0.0314092
0.0194841,-0.0510348
0.0448103,0.015709
0.00252141,0.0701024
-0.042527,0.0310358
-0.0406363,-0.0266092
-0.0259592,-0.05288
-0.011128,-0.0804552
0.0250646,-0.100177
0.0695513,-0.0711903
0.0888538,-7.70003e-16
0.0695513,0.0711903
0.0250646,0.100177
-0.011128,0.0804552
-0.0259592,0.05288
-0.0406363,0.0266092
-0.042527,-0.0310358
0.00252141,-0.0701024
0.0448103,-0.015709
0.0194841,0.0510348
-0.0201501,0.0314092
-0.0172912,-0.00681078
-0.00940043,-0.0143638
0.00143121,-0.0311915
0.0313798,-0.00854601
0.0132832,0.0593341
-0.0434265,0.0363838
-0.0325848,-0.0412645
0.00247259,-0.0224412
-0.0252731,-0.00292056
-0.0266754,-0.0731304
0.0328502,-0.074685
0.0361991,0.00618475
-0.00480977,0.00752785
0.000357738,-0.0283127
0.00999361,-0.0121542
-0.00612936,-0.0148583
-0.000391176,-0.0448108
0.0208279,-0.0469736
0.0384944,-0.0261082
0.038334,0.0261387
-0.010669,0.047941
-0.0324743,-0.0322724
0.0250047,-0.0514409
0.0141753,0.0433654
-0.0685527,-0.0146052
-0.00875903,-0.169255
0.113355,-0.0730512
0.0492722,0.108003
-0.0668713,0.0183551
-0.0100214,-0.138291
0.0904992,-0.0718598
0.0639198,0.0657208
-0.0233874,0.0617261
-0.0466412,-0.0503895
0.00921096,-0.11293
0.0469859,-0.0757044
0.0404979,-0.0805883
0.102241,-0.115586
0.175172,0.0250253
0.0892368,0.188025
-0.0136808,0.107468
0.0305531,0.0261251
0.0418474,0.111947
-0.0243387,0.0991302
-0.00153143,0.0378285
-0.000658058,0.115253
-0.0892734,0.0732792
-0.0432151,-0.0732417
0.0396961,0.0367377
-0.0867323,0.129339
-0.153558,-0.127578
0.0391846,-0.255008
0.139211,-0.00591656
0.00996917,0.128026
-0.0610633,-0.00348277
-0.00166531,-0.0822974
0.0453791,-0.0351885
0.0395441,0.0291085
0.00347952,0.0481519
-0.009597,0.0139417
0.00707733,0.0253173
-0.0289635,0.0591003
-0.0639013,-0.0215159
0.000110561,-0.0766955
0.0323031,0.0303014
-0.0509448,0.0817408
-0.106836,-0.0283616
-0.0707068,-0.143225
0.011886,-0.172515
0.0749885,-0.069895
0.00977227,0.0470373
-0.073634,-0.0722585
0.0365167,-0.200255
0.128238,-0.00620703
-0.0144314,0.120045
-0.0832844,-0.0862039
0.0480621,-0.148156
0.0612679,0.0212124
-0.0370803,0.00773196
-0.022056,-0.101815
0.0158461,-0.0926699
0.0171391,-0.107315
0.0649325,-0.110617
0.0705933,-0.0283316
0.0293657,-0.0409448
0.0675429,-0.0758108
0.0805356,0.0148072
0.0114776,0.0111526
0.0411009,-0.0918601
0.121437,-0.0120195
0.0618059,0.124349
-0.0342175,0.0572464
-0.00446363,-0.0740752
0.0874008,-0.0502839
0.0931881,0.107175
-0.0288453,0.166888
-0.0989861,-0.00712612
0.00974774,-0.110868
0.0579251,0.0532674
-0.0726703,0.0955463
-0.100667,-0.104781
0.0129742,-0.149964
0.0347239,-0.0437995
-0.00262268,-0.0279949
-0.0223999,-0.039677
-0.0525985,-0.108358
0.0163674,-0.2172
0.117412,-0.112077
0.0550685,0.0239488
0.00292049,-0.0410927
0.0206735,-0.010285
-0.101025,-0.0141612
-0.10308,-0.318
0.114704,-0.313622
0.00652934,-0.0859205
-0.13145,-0.594673
0.473428,-1
